"Notes"	"Standard Residence Census Region"	"Standard Residence Census Region Code"	"Mother's Single Race 6"	"Mother's Single Race 6 Code"	"Age of Mother 9"	"Age of Mother 9 Code"	"Year"	"Year Code"	"Month"	"Month Code"	Fetal Deaths
	"Census Region 4: West"	"CENS-R4"	"Asian"	"A"	"30-34 years"	"30-34"	"2018"	"2018"	"March"	"3"	14
	"Census Region 4: West"	"CENS-R4"	"Asian"	"A"	"30-34 years"	"30-34"	"2018"	"2018"	"May"	"5"	10
	"Census Region 4: West"	"CENS-R4"	"Asian"	"A"	"30-34 years"	"30-34"	"2018"	"2018"	"June"	"6"	15
	"Census Region 4: West"	"CENS-R4"	"Asian"	"A"	"30-34 years"	"30-34"	"2018"	"2018"	"July"	"7"	19
	"Census Region 4: West"	"CENS-R4"	"Asian"	"A"	"30-34 years"	"30-34"	"2018"	"2018"	"August"	"8"	17
	"Census Region 4: West"	"CENS-R4"	"Asian"	"A"	"30-34 years"	"30-34"	"2018"	"2018"	"September"	"9"	15
	"Census Region 4: West"	"CENS-R4"	"Asian"	"A"	"30-34 years"	"30-34"	"2018"	"2018"	"October"	"10"	21
	"Census Region 4: West"	"CENS-R4"	"Asian"	"A"	"30-34 years"	"30-34"	"2018"	"2018"	"November"	"11"	11
	"Census Region 4: West"	"CENS-R4"	"Asian"	"A"	"30-34 years"	"30-34"	"2018"	"2018"	"December"	"12"	17
	"Census Region 4: West"	"CENS-R4"	"Asian"	"A"	"30-34 years"	"30-34"	"2019"	"2019"	"March"	"3"	12
	"Census Region 4: West"	"CENS-R4"	"Asian"	"A"	"30-34 years"	"30-34"	"2019"	"2019"	"April"	"4"	11
	"Census Region 4: West"	"CENS-R4"	"Asian"	"A"	"30-34 years"	"30-34"	"2019"	"2019"	"May"	"5"	11
	"Census Region 4: West"	"CENS-R4"	"Asian"	"A"	"30-34 years"	"30-34"	"2019"	"2019"	"June"	"6"	14
	"Census Region 4: West"	"CENS-R4"	"Asian"	"A"	"30-34 years"	"30-34"	"2019"	"2019"	"August"	"8"	15
	"Census Region 4: West"	"CENS-R4"	"Asian"	"A"	"30-34 years"	"30-34"	"2019"	"2019"	"September"	"9"	11
	"Census Region 4: West"	"CENS-R4"	"Asian"	"A"	"30-34 years"	"30-34"	"2019"	"2019"	"October"	"10"	16
	"Census Region 4: West"	"CENS-R4"	"Asian"	"A"	"30-34 years"	"30-34"	"2019"	"2019"	"November"	"11"	11
	"Census Region 4: West"	"CENS-R4"	"Asian"	"A"	"30-34 years"	"30-34"	"2019"	"2019"	"December"	"12"	13
	"Census Region 4: West"	"CENS-R4"	"Asian"	"A"	"30-34 years"	"30-34"	"2020"	"2020"	"January"	"1"	16
	"Census Region 4: West"	"CENS-R4"	"Asian"	"A"	"30-34 years"	"30-34"	"2020"	"2020"	"February"	"2"	10
	"Census Region 4: West"	"CENS-R4"	"Asian"	"A"	"30-34 years"	"30-34"	"2020"	"2020"	"March"	"3"	11
	"Census Region 4: West"	"CENS-R4"	"Asian"	"A"	"30-34 years"	"30-34"	"2020"	"2020"	"July"	"7"	14
	"Census Region 4: West"	"CENS-R4"	"Asian"	"A"	"30-34 years"	"30-34"	"2020"	"2020"	"September"	"9"	12
	"Census Region 4: West"	"CENS-R4"	"Asian"	"A"	"30-34 years"	"30-34"	"2020"	"2020"	"December"	"12"	10
	"Census Region 4: West"	"CENS-R4"	"Asian"	"A"	"30-34 years"	"30-34"	"2021"	"2021"	"January"	"1"	18
	"Census Region 4: West"	"CENS-R4"	"Asian"	"A"	"30-34 years"	"30-34"	"2021"	"2021"	"February"	"2"	11
	"Census Region 4: West"	"CENS-R4"	"Asian"	"A"	"30-34 years"	"30-34"	"2021"	"2021"	"March"	"3"	11
	"Census Region 4: West"	"CENS-R4"	"Asian"	"A"	"30-34 years"	"30-34"	"2021"	"2021"	"April"	"4"	15
	"Census Region 4: West"	"CENS-R4"	"Asian"	"A"	"30-34 years"	"30-34"	"2021"	"2021"	"June"	"6"	15
	"Census Region 4: West"	"CENS-R4"	"Asian"	"A"	"30-34 years"	"30-34"	"2021"	"2021"	"July"	"7"	11
	"Census Region 4: West"	"CENS-R4"	"Asian"	"A"	"30-34 years"	"30-34"	"2021"	"2021"	"August"	"8"	12
	"Census Region 4: West"	"CENS-R4"	"Asian"	"A"	"30-34 years"	"30-34"	"2021"	"2021"	"September"	"9"	13
	"Census Region 4: West"	"CENS-R4"	"Asian"	"A"	"30-34 years"	"30-34"	"2021"	"2021"	"November"	"11"	10
	"Census Region 4: West"	"CENS-R4"	"Asian"	"A"	"35-39 years"	"35-39"	"2018"	"2018"	"February"	"2"	14
	"Census Region 4: West"	"CENS-R4"	"Asian"	"A"	"35-39 years"	"35-39"	"2018"	"2018"	"August"	"8"	13
	"Census Region 4: West"	"CENS-R4"	"Asian"	"A"	"35-39 years"	"35-39"	"2018"	"2018"	"September"	"9"	13
	"Census Region 4: West"	"CENS-R4"	"Asian"	"A"	"35-39 years"	"35-39"	"2019"	"2019"	"January"	"1"	14
	"Census Region 4: West"	"CENS-R4"	"Asian"	"A"	"35-39 years"	"35-39"	"2019"	"2019"	"April"	"4"	10
	"Census Region 4: West"	"CENS-R4"	"Asian"	"A"	"35-39 years"	"35-39"	"2019"	"2019"	"May"	"5"	15
	"Census Region 4: West"	"CENS-R4"	"Asian"	"A"	"35-39 years"	"35-39"	"2019"	"2019"	"November"	"11"	13
	"Census Region 4: West"	"CENS-R4"	"Asian"	"A"	"35-39 years"	"35-39"	"2019"	"2019"	"December"	"12"	14
	"Census Region 4: West"	"CENS-R4"	"Asian"	"A"	"35-39 years"	"35-39"	"2020"	"2020"	"March"	"3"	14
	"Census Region 4: West"	"CENS-R4"	"Asian"	"A"	"35-39 years"	"35-39"	"2020"	"2020"	"April"	"4"	11
	"Census Region 4: West"	"CENS-R4"	"Asian"	"A"	"35-39 years"	"35-39"	"2020"	"2020"	"May"	"5"	10
	"Census Region 4: West"	"CENS-R4"	"Asian"	"A"	"35-39 years"	"35-39"	"2020"	"2020"	"June"	"6"	10
	"Census Region 4: West"	"CENS-R4"	"Asian"	"A"	"35-39 years"	"35-39"	"2020"	"2020"	"July"	"7"	12
	"Census Region 4: West"	"CENS-R4"	"Asian"	"A"	"35-39 years"	"35-39"	"2021"	"2021"	"January"	"1"	17
	"Census Region 4: West"	"CENS-R4"	"Asian"	"A"	"35-39 years"	"35-39"	"2021"	"2021"	"April"	"4"	12
	"Census Region 4: West"	"CENS-R4"	"Asian"	"A"	"35-39 years"	"35-39"	"2021"	"2021"	"May"	"5"	15
	"Census Region 4: West"	"CENS-R4"	"Asian"	"A"	"35-39 years"	"35-39"	"2021"	"2021"	"August"	"8"	10
	"Census Region 4: West"	"CENS-R4"	"Asian"	"A"	"35-39 years"	"35-39"	"2021"	"2021"	"October"	"10"	12
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"2019"	"2019"	"November"	"11"	11
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"2020"	"2020"	"June"	"6"	10
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"2020"	"2020"	"August"	"8"	13
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"2021"	"2021"	"April"	"4"	13
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"2021"	"2021"	"July"	"7"	10
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"2018"	"2018"	"February"	"2"	12
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"2018"	"2018"	"March"	"3"	12
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"2018"	"2018"	"April"	"4"	16
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"2018"	"2018"	"May"	"5"	18
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"2018"	"2018"	"June"	"6"	10
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"2018"	"2018"	"July"	"7"	15
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"2018"	"2018"	"August"	"8"	12
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"2018"	"2018"	"November"	"11"	15
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"2019"	"2019"	"January"	"1"	10
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"2019"	"2019"	"February"	"2"	11
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"2019"	"2019"	"April"	"4"	10
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"2019"	"2019"	"May"	"5"	13
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"2019"	"2019"	"June"	"6"	23
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"2019"	"2019"	"August"	"8"	11
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"2019"	"2019"	"October"	"10"	12
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"2020"	"2020"	"February"	"2"	12
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"2020"	"2020"	"April"	"4"	10
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"2020"	"2020"	"May"	"5"	13
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"2020"	"2020"	"June"	"6"	15
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"2020"	"2020"	"July"	"7"	18
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"2020"	"2020"	"August"	"8"	15
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"2020"	"2020"	"October"	"10"	12
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"2021"	"2021"	"February"	"2"	10
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"2021"	"2021"	"March"	"3"	12
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"2021"	"2021"	"April"	"4"	15
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"2021"	"2021"	"May"	"5"	10
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"2021"	"2021"	"June"	"6"	12
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"2021"	"2021"	"September"	"9"	13
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"2021"	"2021"	"November"	"11"	10
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"2021"	"2021"	"December"	"12"	10
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	"2018"	"2018"	"February"	"2"	13
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	"2018"	"2018"	"March"	"3"	13
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	"2018"	"2018"	"May"	"5"	11
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	"2018"	"2018"	"July"	"7"	12
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	"2018"	"2018"	"August"	"8"	12
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	"2018"	"2018"	"October"	"10"	10
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	"2018"	"2018"	"December"	"12"	19
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	"2019"	"2019"	"January"	"1"	10
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	"2019"	"2019"	"February"	"2"	12
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	"2019"	"2019"	"March"	"3"	10
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	"2019"	"2019"	"April"	"4"	10
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	"2019"	"2019"	"May"	"5"	10
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	"2019"	"2019"	"July"	"7"	11
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	"2019"	"2019"	"October"	"10"	12
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	"2019"	"2019"	"November"	"11"	18
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	"2020"	"2020"	"January"	"1"	11
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	"2020"	"2020"	"February"	"2"	14
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	"2020"	"2020"	"March"	"3"	10
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	"2020"	"2020"	"May"	"5"	12
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	"2020"	"2020"	"July"	"7"	12
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	"2021"	"2021"	"February"	"2"	13
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	"2021"	"2021"	"April"	"4"	14
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	"2021"	"2021"	"May"	"5"	10
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	"2021"	"2021"	"June"	"6"	11
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	"2021"	"2021"	"July"	"7"	18
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	"2021"	"2021"	"August"	"8"	16
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	"2021"	"2021"	"October"	"10"	16
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"35-39 years"	"35-39"	"2018"	"2018"	"May"	"5"	10
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"35-39 years"	"35-39"	"2019"	"2019"	"July"	"7"	10
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"35-39 years"	"35-39"	"2020"	"2020"	"October"	"10"	11
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"35-39 years"	"35-39"	"2021"	"2021"	"January"	"1"	10
	"Census Region 4: West"	"CENS-R4"	"Black or African American"	"2054-5"	"35-39 years"	"35-39"	"2021"	"2021"	"September"	"9"	12
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"15-19 years"	"15-19"	"2018"	"2018"	"January"	"1"	22
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"15-19 years"	"15-19"	"2018"	"2018"	"February"	"2"	12
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"15-19 years"	"15-19"	"2018"	"2018"	"March"	"3"	18
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"15-19 years"	"15-19"	"2018"	"2018"	"April"	"4"	13
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"15-19 years"	"15-19"	"2018"	"2018"	"May"	"5"	13
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"15-19 years"	"15-19"	"2018"	"2018"	"June"	"6"	17
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"15-19 years"	"15-19"	"2018"	"2018"	"July"	"7"	10
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"15-19 years"	"15-19"	"2018"	"2018"	"August"	"8"	15
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"15-19 years"	"15-19"	"2018"	"2018"	"September"	"9"	12
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"15-19 years"	"15-19"	"2018"	"2018"	"October"	"10"	15
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"15-19 years"	"15-19"	"2018"	"2018"	"November"	"11"	15
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"15-19 years"	"15-19"	"2018"	"2018"	"December"	"12"	17
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"15-19 years"	"15-19"	"2019"	"2019"	"January"	"1"	14
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"15-19 years"	"15-19"	"2019"	"2019"	"February"	"2"	11
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"15-19 years"	"15-19"	"2019"	"2019"	"March"	"3"	11
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"15-19 years"	"15-19"	"2019"	"2019"	"April"	"4"	12
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"15-19 years"	"15-19"	"2019"	"2019"	"May"	"5"	11
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"15-19 years"	"15-19"	"2019"	"2019"	"June"	"6"	14
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"15-19 years"	"15-19"	"2019"	"2019"	"July"	"7"	11
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"15-19 years"	"15-19"	"2019"	"2019"	"August"	"8"	18
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"15-19 years"	"15-19"	"2019"	"2019"	"October"	"10"	12
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"15-19 years"	"15-19"	"2019"	"2019"	"December"	"12"	18
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"15-19 years"	"15-19"	"2020"	"2020"	"February"	"2"	10
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"15-19 years"	"15-19"	"2020"	"2020"	"April"	"4"	14
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"15-19 years"	"15-19"	"2020"	"2020"	"May"	"5"	15
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"15-19 years"	"15-19"	"2020"	"2020"	"June"	"6"	11
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"15-19 years"	"15-19"	"2020"	"2020"	"July"	"7"	19
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"15-19 years"	"15-19"	"2020"	"2020"	"August"	"8"	16
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"15-19 years"	"15-19"	"2020"	"2020"	"September"	"9"	12
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"15-19 years"	"15-19"	"2020"	"2020"	"November"	"11"	14
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"15-19 years"	"15-19"	"2020"	"2020"	"December"	"12"	18
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"15-19 years"	"15-19"	"2021"	"2021"	"January"	"1"	14
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"15-19 years"	"15-19"	"2021"	"2021"	"February"	"2"	14
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"15-19 years"	"15-19"	"2021"	"2021"	"March"	"3"	13
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"15-19 years"	"15-19"	"2021"	"2021"	"May"	"5"	13
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"15-19 years"	"15-19"	"2021"	"2021"	"August"	"8"	15
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"15-19 years"	"15-19"	"2021"	"2021"	"September"	"9"	16
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"15-19 years"	"15-19"	"2021"	"2021"	"October"	"10"	10
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"15-19 years"	"15-19"	"2021"	"2021"	"November"	"11"	15
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"20-24 years"	"20-24"	"2018"	"2018"	"January"	"1"	65
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"20-24 years"	"20-24"	"2018"	"2018"	"February"	"2"	49
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"20-24 years"	"20-24"	"2018"	"2018"	"March"	"3"	61
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"20-24 years"	"20-24"	"2018"	"2018"	"April"	"4"	61
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"20-24 years"	"20-24"	"2018"	"2018"	"May"	"5"	43
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"20-24 years"	"20-24"	"2018"	"2018"	"June"	"6"	59
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"20-24 years"	"20-24"	"2018"	"2018"	"July"	"7"	48
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"20-24 years"	"20-24"	"2018"	"2018"	"August"	"8"	50
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"20-24 years"	"20-24"	"2018"	"2018"	"September"	"9"	52
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"20-24 years"	"20-24"	"2018"	"2018"	"October"	"10"	47
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"20-24 years"	"20-24"	"2018"	"2018"	"November"	"11"	42
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"20-24 years"	"20-24"	"2018"	"2018"	"December"	"12"	41
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"20-24 years"	"20-24"	"2019"	"2019"	"January"	"1"	51
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"20-24 years"	"20-24"	"2019"	"2019"	"February"	"2"	40
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"20-24 years"	"20-24"	"2019"	"2019"	"March"	"3"	39
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"20-24 years"	"20-24"	"2019"	"2019"	"April"	"4"	50
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"20-24 years"	"20-24"	"2019"	"2019"	"May"	"5"	43
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"20-24 years"	"20-24"	"2019"	"2019"	"June"	"6"	40
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"20-24 years"	"20-24"	"2019"	"2019"	"July"	"7"	49
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"20-24 years"	"20-24"	"2019"	"2019"	"August"	"8"	51
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"20-24 years"	"20-24"	"2019"	"2019"	"September"	"9"	52
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"20-24 years"	"20-24"	"2019"	"2019"	"October"	"10"	64
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"20-24 years"	"20-24"	"2019"	"2019"	"November"	"11"	41
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"20-24 years"	"20-24"	"2019"	"2019"	"December"	"12"	49
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"20-24 years"	"20-24"	"2020"	"2020"	"January"	"1"	50
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"20-24 years"	"20-24"	"2020"	"2020"	"February"	"2"	47
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"20-24 years"	"20-24"	"2020"	"2020"	"March"	"3"	45
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"20-24 years"	"20-24"	"2020"	"2020"	"April"	"4"	41
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"20-24 years"	"20-24"	"2020"	"2020"	"May"	"5"	54
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"20-24 years"	"20-24"	"2020"	"2020"	"June"	"6"	44
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"20-24 years"	"20-24"	"2020"	"2020"	"July"	"7"	60
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"20-24 years"	"20-24"	"2020"	"2020"	"August"	"8"	47
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"20-24 years"	"20-24"	"2020"	"2020"	"September"	"9"	46
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"20-24 years"	"20-24"	"2020"	"2020"	"October"	"10"	49
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"20-24 years"	"20-24"	"2020"	"2020"	"November"	"11"	49
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"20-24 years"	"20-24"	"2020"	"2020"	"December"	"12"	53
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"20-24 years"	"20-24"	"2021"	"2021"	"January"	"1"	46
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"20-24 years"	"20-24"	"2021"	"2021"	"February"	"2"	51
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"20-24 years"	"20-24"	"2021"	"2021"	"March"	"3"	47
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"20-24 years"	"20-24"	"2021"	"2021"	"April"	"4"	51
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"20-24 years"	"20-24"	"2021"	"2021"	"May"	"5"	53
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"20-24 years"	"20-24"	"2021"	"2021"	"June"	"6"	63
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"20-24 years"	"20-24"	"2021"	"2021"	"July"	"7"	37
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"20-24 years"	"20-24"	"2021"	"2021"	"August"	"8"	62
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"20-24 years"	"20-24"	"2021"	"2021"	"September"	"9"	61
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"20-24 years"	"20-24"	"2021"	"2021"	"October"	"10"	47
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"20-24 years"	"20-24"	"2021"	"2021"	"November"	"11"	39
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"20-24 years"	"20-24"	"2021"	"2021"	"December"	"12"	54
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"25-29 years"	"25-29"	"2018"	"2018"	"January"	"1"	90
	"Census Region 4: West"	"CENS-R4"	"White"	"2106-3"	"25-29 years"	"25-29"	"2018"	"2018"	"February"	"2"	91
